,index,film,budget_processed,genre_1,original_language,popularity,release_date,runtime,revenue
6969,6969,Maniac,6000000,Horror,en,8.804658,12/26/12,89.0,18000000.0
6970,6970,The Firm,42000000,Drama,en,9.678367,6/30/93,154.0,18000000.0
6971,6971,Dreaming of Joseph Lees,2000000,Romance,en,1.241349,10/29/99,92.0,18000000.0
6972,6972,Return to Oz,25000000,Adventure,en,6.523262,6/21/85,109.0,18000000.0
6973,6973,Joe Dirt,17700000,Mystery,en,10.442468,4/10/01,91.0,18000000.0
6974,6974,Joe Versus the Volcano,18000000.0,Fantasy,en,9.019396,3/9/90,102.0,18000000.0
6975,6975,Race,5000000,Action,en,7.979302,2/19/16,134.0,18000000.0
6976,6976,Black Moon Rising,18000000.0,Science Fiction,en,2.379451,1/10/86,100.0,18000000.0
6977,6977,Two Night Stand,18000000.0,Romance,en,6.788822,9/26/14,86.0,18000000.0
6978,6978,Pretty Woman,14000000,Romance,en,13.348451,3/23/90,119.0,18000000.0
6979,6979,The Hoax,25000000,Comedy,en,4.78586,10/14/06,116.0,18000000.0
6980,6980,Billy's Hollywood Screen Kiss,18000000.0,Comedy,en,3.993327,7/24/98,92.0,18000000.0
6981,6981,Hannibal Rising,50000000,Crime,en,2.159558,2/6/07,121.0,18000000.0
6982,6982,Biggles,18000000.0,Action,en,1.058656,5/30/86,108.0,18000000.0
6983,6983,Perfect Stranger,60795000,Crime,en,9.925255,4/12/07,109.0,18000000.0
6984,6984,Life of Pi,120000000,Adventure,en,14.045042,11/20/12,127.0,18000000.0
6985,6985,One Eight Seven,20000000,Drama,en,6.476493,7/29/97,119.0,18000000.0
6986,6986,From a Whisper to a Scream,1100000,Comedy,en,1.392022,9/25/87,99.0,18000000.0
6987,6987,A Christmas Story,18000000.0,Comedy,en,7.337907,11/18/83,94.0,18000000.0
6988,6988,The King's Choice,7500000,War,no,1.176258,9/29/16,133.0,18000000.0
6989,6989,Mr. Peabody & Sherman,145000000,Animation,en,9.493838,2/7/14,92.0,18000000.0
6990,6990,Lassiter,18000000.0,Crime,en,3.962864,2/17/84,100.0,18000000.0
6991,6991,L'allenatore nel pallone 2,18000000.0,Comedy,it,1.773828,1/11/08,108.0,18000000.0
6992,6992,The King of Masks,18000000.0,Drama,zh,2.291724,12/20/97,91.0,18000000.0
6993,6993,The End of Love,18000000.0,Drama,en,1.346317,3/1/13,89.0,18000000.0
6994,6994,Alex & Emma,30000000,Comedy,en,5.236854,6/16/03,96.0,18000000.0
6995,6995,What About Bob?,35000000,Comedy,en,11.787942,5/17/91,100.0,18000000.0
6996,6996,King of the Jungle,18000000.0,Drama,en,0.938234,10/12/00,87.0,18000000.0
6997,6997,Henry & June,18000000.0,Romance,en,4.459959,9/28/90,136.0,18000000.0
6998,6998,Blow,53000000,Crime,en,12.332223,4/4/01,124.0,18000000.0
6999,6999,The Priest,18000000.0,Drama,es,0.924511,5/1/78,109.0,18000000.0
7000,7000,Deadly Friend,18000000.0,Horror,en,5.012318,10/10/86,91.0,18000000.0
7001,7001,For Love and Gold,18000000.0,Adventure,it,1.851923,4/7/66,120.0,18000000.0
7002,7002,A Man Called Ove,18000000.0,Comedy,sv,10.422013,12/25/15,116.0,18000000.0
7003,7003,Isn't She Great,36000000,Drama,de,0.907927,1/28/00,95.0,18000000.0
7004,7004,Don Verdean,18000000.0,Comedy,en,2.789838,12/1/15,96.0,18000000.0
7005,7005,Fashion Victims,18000000.0,Comedy,de,1.160355,8/8/07,105.0,18000000.0
7006,7006,Dragon Ball Z: Battle of Gods,18000000.0,Animation,ja,10.834344,3/30/13,85.0,18000000.0
7007,7007,Duplex,40000000,Action,en,12.160363,9/26/03,89.0,18000000.0
7008,7008,Once Upon a Time in China,18000000.0,Action,el,5.476134,8/15/91,134.0,18000000.0
7009,7009,Seraphim Falls,18000000,Western,en,5.034585,9/13/06,115.0,18000000.0
7010,7010,The Legend of Sarila,18000000.0,Family,en,3.296338,2/22/13,80.0,18000000.0
7011,7011,Dream for an Insomniac,18000000.0,Romance,en,5.540427,4/18/96,90.0,18000000.0
7012,7012,Human Traffic,600000,Comedy,en,4.988283,6/4/99,99.0,18000000.0
7013,7013,The Unholy Three,103000,Crime,en,1.345287,9/16/25,86.0,18000000.0
7014,7014,It's Complicated,85000000,Comedy,en,9.083133,12/23/09,121.0,18000000.0
7015,7015,Stuart Little,133000000,Animation,en,8.3595,12/17/99,84.0,18000000.0
7016,7016,Veeram,5900000,Action,ta,1.915168,1/10/14,161.0,18000000.0
7017,7017,The Changeling,18000000.0,Horror,en,5.821597,3/27/80,107.0,18000000.0
7018,7018,Tango & Cash,55000000,Action,en,7.507261,12/22/89,104.0,18000000.0
7019,7019,On Deadly Ground,50000000,Action,en,6.678661,2/18/94,102.0,18000000.0
7020,7020,Two Is a Family,18000000.0,Drama,fr,17.181564,12/7/16,118.0,18000000.0
7021,7021,Dead Man Walking,11000000,Drama,en,6.891317,12/29/95,122.0,18000000.0
7022,7022,Beverly Hills Cop II,20000000,Action,en,9.200336,5/18/87,100.0,18000000.0
7023,7023,King Kong,672000,Action,en,8.73274,4/7/33,100.0,18000000.0
7024,7024,Women on the Verge of a Nervous Breakdown,700000,Comedy,es,5.470331,3/14/88,88.0,18000000.0
7025,7025,Spy Game,92000000,Action,en,18.186839,11/18/01,126.0,18000000.0
7026,7026,We Are Marshall,65000000,Drama,en,5.401746,12/12/06,124.0,18000000.0
7027,7027,Tortilla Soup,18000000.0,Comedy,en,4.101369,8/21/01,103.0,18000000.0
7028,7028,Saw IV,10000000,Horror,en,12.233863,10/25/07,93.0,18000000.0
7029,7029,Caligula,17500000,Drama,en,11.157288,1/21/79,156.0,18000000.0
7030,7030,Rob Roy,28000000,Adventure,en,10.193549,4/13/95,139.0,18000000.0
7031,7031,Dhoom 2,11000000,Drama,en,3.81393,11/24/06,147.0,18000000.0
7032,7032,Wizards,1200000,Animation,en,2.914738,2/9/77,80.0,18000000.0
7033,7033,Manhunter,15000000,Crime,en,0.338943,8/14/86,119.0,18000000.0
7034,7034,Force 10 from Navarone,5000000,Action,en,5.05047,11/1/78,118.0,18000000.0
7035,7035,Hud,2500000,Action,en,4.526285,5/29/63,112.0,18000000.0
7036,7036,The Exorcist III,18000000.0,Thriller,en,5.861032,8/17/90,110.0,18000000.0
7037,7037,Sphinx,14000000,Adventure,en,0.627368,2/11/81,118.0,18000000.0
7038,7038,Hanging Up,40000000,Comedy,en,6.474767,2/16/00,94.0,18000000.0
7039,7039,The Hitcher,10000000,Action,en,7.160967,1/19/07,84.0,18000000.0
7040,7040,Max,20000000,Adventure,en,7.987747,6/26/15,111.0,18000000.0
7041,7041,Space Chimps,37000000,Animation,en,6.212702,7/17/08,81.0,18000000.0
7042,7042,Adult Beginners,18000000.0,Drama,en,5.764184,9/8/14,90.0,18000000.0
7043,7043,He's a Dragon,18000000,Adventure,ru,5.978316,12/4/15,110.0,18000000.0
7044,7044,A United Kingdom,14000000,Drama,en,6.249112,11/25/16,111.0,18000000.0
7045,7045,Final Destination,23000000,Horror,en,14.961416,3/16/00,98.0,18000000.0
7046,7046,Smurfs: The Lost Village,60000000,Adventure,en,16.972835,3/23/17,89.0,18000000.0
7047,7047,Amityville 3-D,18000000.0,Horror,en,7.893775,11/18/83,105.0,18000000.0
7048,7048,Carnage,25000000,Comedy,en,8.844835,9/16/11,80.0,18000000.0
7049,7049,Sing Your Song,18000000.0,Documentary,en,0.216307,1/13/12,103.0,18000000.0
7050,7050,Ultimate Avengers,18000000.0,Action,en,6.425482,2/21/06,72.0,18000000.0
7051,7051,Harlem Nights,30000000,Comedy,en,9.01086,11/17/89,116.0,18000000.0
7052,7052,Limbo,8000000,Adventure,en,1.969282,6/4/99,126.0,18000000.0
7053,7053,Beverly Hills Chihuahua,20000000,Adventure,en,9.569765,10/3/08,91.0,18000000.0
7054,7054,Malcolm X,34000000,Drama,en,14.207001,11/18/92,202.0,18000000.0
7055,7055,Lara Croft: Tomb Raider,115000000,Adventure,en,15.851722,6/11/01,100.0,18000000.0
7056,7056,Phantasm,300000,Horror,en,6.609336,3/28/79,89.0,18000000.0
7057,7057,Monkey Trouble,18000000.0,Comedy,en,2.804503,3/18/94,96.0,18000000.0
7058,7058,Queen of Katwe,15000000,Drama,en,6.164561,9/23/16,124.0,18000000.0
7059,7059,Miracle Mile,3000000,Romance,en,10.018693,5/19/89,87.0,18000000.0
7060,7060,Day of the Dead,3500000,Horror,en,8.801822,7/19/85,96.0,18000000.0
7061,7061,Baahubali 2: The Conclusion,18000000,Action,te,9.042261,4/27/17,161.0,18000000.0
7062,7062,The Deep Blue Sea,18000000.0,Drama,en,3.674758,9/11/11,98.0,18000000.0
7063,7063,Taken 2,45000000,Action,en,16.376482,9/27/12,91.0,18000000.0
7064,7064,Whatever Works,15000000,Comedy,en,8.930341,6/19/09,92.0,18000000.0
7065,7065,The Bear,18000000.0,Adventure,en,4.158572,10/21/88,94.0,18000000.0
7066,7066,B/W,18000000.0,Science Fiction,ru,1.078148,3/19/15,92.0,18000000.0
7067,7067,Beverly Hills Cop,15000000,Action,en,8.503483,11/29/84,105.0,18000000.0
7068,7068,Inside Men,18000000.0,Drama,ko,3.527119,11/19/15,180.0,18000000.0
7069,7069,Nutty Professor II: The Klumps,84000000,Fantasy,en,6.671316,7/27/00,106.0,18000000.0
7070,7070,Meet the Fockers,80000000,Comedy,en,11.876386,12/22/04,115.0,18000000.0
7071,7071,The Sun,18000000.0,Drama,en,1.134351,2/17/05,110.0,18000000.0
7072,7072,Revolution,28000000,Adventure,en,2.806002,12/25/85,126.0,18000000.0
7073,7073,90 Minutes in Heaven,5000000,Drama,en,4.222496,9/11/15,121.0,18000000.0
7074,7074,Radio Flyer,35000000,Drama,en,5.618237,2/21/92,114.0,18000000.0
7075,7075,Psycho,60000000,Horror,en,6.715898,12/4/98,105.0,18000000.0
7076,7076,Sinister,3000000,Horror,en,12.490637,3/29/12,110.0,18000000.0
7077,7077,The Net,22000000,Crime,en,13.304342,7/28/95,114.0,18000000.0
7078,7078,Less Than Zero,1,Drama,en,4.028679,11/6/87,98.0,18000000.0
7079,7079,Te3n,5069632,Mystery,hi,1.434237,6/10/16,136.0,18000000.0
7080,7080,Suite Française,15000000,Drama,en,5.02124,11/5/14,107.0,18000000.0
7081,7081,Windstruck,18000000.0,Comedy,ko,1.896423,6/3/04,123.0,18000000.0
7082,7082,The Mill and the Cross,18000000.0,Drama,pl,3.768353,3/18/11,92.0,18000000.0
7083,7083,2046,12000000,Fantasy,zh,7.157169,5/20/04,129.0,18000000.0
7084,7084,The Birth of a Nation,8500000,Drama,en,5.933047,9/9/16,120.0,18000000.0
7085,7085,Wolves,18000000.0,Documentary,en,0.706172,3/1/99,40.0,18000000.0
7086,7086,The Devil's Own,90000000,Crime,en,10.675073,3/12/97,107.0,18000000.0
7087,7087,Solomon Kane,45000000,Adventure,en,9.667535,9/16/09,104.0,18000000.0
7088,7088,Gracie,9000000,Drama,en,2.961621,6/1/07,97.0,18000000.0
7089,7089,Novocaine,6000000,Comedy,en,3.916221,11/23/01,95.0,18000000.0
7090,7090,The Dream Team,18000000.0,Comedy,en,4.205858,4/7/89,113.0,18000000.0
7091,7091,The Emoji Movie,50000000,Comedy,en,33.694599,7/28/17,86.0,18000000.0
7092,7092,Joyeux Noël,22000000,Romance,fr,7.846226,11/9/05,116.0,18000000.0
7093,7093,Baby Boy,16000000,Crime,en,9.503157,6/27/01,130.0,18000000.0
7094,7094,The Hunter,18000000.0,Drama,en,10.265386,10/6/11,102.0,18000000.0
7095,7095,9 Songs,1000000,Drama,en,18.847707,7/16/04,66.0,18000000.0
7096,7096,21 Jump Street,42000000,Action,en,11.250764,3/12/12,109.0,18000000.0
7097,7097,Candyman,6000000,Drama,en,12.721362,10/16/92,99.0,18000000.0
7098,7098,Shakespeare in Love,25000000,Romance,en,13.813155,12/11/98,122.0,18000000.0
7099,7099,World's Greatest Dad,10000000,Comedy,en,5.431657,8/20/09,99.0,18000000.0
7100,7100,City of God,3300000,Drama,pt,14.95927,2/5/02,130.0,18000000.0
7101,7101,Resurrection,18000000.0,Drama,en,0.95581,9/26/80,103.0,18000000.0
7102,7102,A Hard Day's Night,560000,Comedy,en,5.719266,7/6/64,88.0,18000000.0
7103,7103,Steal Big Steal Little,25000000,Comedy,en,1.522412,9/29/95,113.0,18000000.0
7104,7104,Freedom Writers,21000000,Crime,en,13.585233,1/5/07,123.0,18000000.0
7105,7105,In the Land of Women,10000000,Romance,en,9.351276,4/16/07,97.0,18000000.0
7106,7106,Empire of the Wolves,24000000,Action,fr,9.255441,4/20/05,128.0,18000000.0
7107,7107,Viral,18000000.0,Drama,en,6.944764,2/18/16,86.0,18000000.0
7108,7108,Clash of the Titans,15000000,Adventure,en,7.50381,3/15/81,118.0,18000000.0
7109,7109,"Patrik, Age 1.5",18000000.0,Drama,sv,3.225039,9/12/08,103.0,18000000.0
7110,7110,The Sentinel,18000000.0,Horror,en,3.811799,1/7/77,92.0,18000000.0
7111,7111,Underworld,22000000,Fantasy,en,20.624333,9/19/03,121.0,18000000.0
7112,7112,Patch Adams,50000000,Comedy,en,12.52181,12/25/98,115.0,18000000.0
7113,7113,Il Divo,7275000,Drama,it,7.728333,5/23/08,110.0,18000000.0
7114,7114,One Fine Day,18000000.0,Comedy,en,7.009946,12/20/96,108.0,18000000.0
7115,7115,Just Friends,18000000.0,Comedy,en,8.208492,11/23/05,96.0,18000000.0
7116,7116,State Property,18000000.0,Action,en,0.620718,1/18/02,88.0,18000000.0
7117,7117,Boyz n the Hood,6500000,Crime,en,6.866506,7/12/91,112.0,18000000.0
7118,7118,Goldfinger,2500000,Adventure,en,13.78884,9/17/64,110.0,18000000.0
7119,7119,The Kid Stays in the Picture,40000,Documentary,en,2.6493,1/18/02,93.0,18000000.0
7120,7120,Silent Fall,30000000,Drama,en,3.034244,10/28/94,101.0,18000000.0
7121,7121,Battletruck,1000000,Science Fiction,en,0.815844,1/1/82,91.0,18000000.0
7122,7122,What Doesn't Kill You,18000000.0,Action,en,3.646265,12/12/08,100.0,18000000.0
7123,7123,The Jungle Book,175000000,Family,en,17.432758,4/7/16,106.0,18000000.0
7124,7124,47 Meters Down,5500000,Drama,en,52.854103,6/15/17,89.0,18000000.0
7125,7125,Forrest Gump,55000000,Comedy,en,48.307194,7/6/94,142.0,18000000.0
7126,7126,Tin Cup,45000000,Comedy,en,6.24966,8/16/96,135.0,18000000.0
7127,7127,The Signal,4000000,Thriller,en,8.536786,3/15/14,95.0,18000000.0
7128,7128,Donovan's Reef,2686000,Adventure,en,1.920256,6/12/63,109.0,18000000.0
7129,7129,The Howling,1000000,Drama,en,6.715512,4/3/81,91.0,18000000.0
7130,7130,Breaking the Waves,18000000.0,Drama,da,8.558688,5/13/96,159.0,18000000.0
7131,7131,Turner & Hooch,18000000.0,Action,en,12.372038,7/28/89,100.0,18000000.0
7132,7132,The League of Extraordinary Gentlemen,78000000,Fantasy,en,10.488765,7/11/03,110.0,18000000.0
7133,7133,Bastille Day,20000000,Action,en,12.119295,4/22/16,92.0,18000000.0
7134,7134,Crimson Peak,55000000,Mystery,en,13.492684,10/13/15,119.0,18000000.0
7135,7135,Boogie Nights,15000000,Drama,en,7.595679,9/11/97,155.0,18000000.0
7136,7136,Uptown Girls,20000000,Comedy,en,5.555088,8/15/03,92.0,18000000.0
7137,7137,A Room with a View,3000000,Drama,en,6.175166,12/13/85,117.0,18000000.0
7138,7138,Decoding Annie Parker,2000000,Drama,en,3.880541,5/2/14,91.0,18000000.0
7139,7139,What Lies Beneath,100000000,Drama,en,9.500497,7/21/00,130.0,18000000.0
7140,7140,Buster's Mal Heart,18000000.0,Mystery,en,2.796081,4/28/17,96.0,18000000.0
7141,7141,Annapolis,26000000,Drama,en,5.450751,1/27/06,108.0,18000000.0
7142,7142,Patton,12000000,Drama,en,14.382289,1/25/70,172.0,18000000.0
7143,7143,Edge of Seventeen,1500000,Comedy,en,1.666469,5/14/98,99.0,18000000.0
7144,7144,This Must Be the Place,25000000,Drama,en,10.710831,10/1/11,118.0,18000000.0
7145,7145,The Precocious and Brief Life of Sabina Rivas,4620000,Drama,es,0.546165,11/9/12,115.0,18000000.0
7146,7146,The Descendants,20000000,Comedy,en,11.794753,9/9/11,115.0,18000000.0
7147,7147,Insidious,1500000,Horror,en,17.24814,9/13/10,103.0,18000000.0
7148,7148,Fighting,18000000.0,Action,en,7.036697,4/24/09,105.0,18000000.0
7149,7149,"Same Time, Next Year",118,Comedy,en,2.103581,4/23/78,119.0,18000000.0
7150,7150,The China Syndrome,5900000,Thriller,en,4.621214,3/16/79,122.0,18000000.0
7151,7151,A Most Violent Year,20000000,Crime,en,17.187708,12/30/14,125.0,18000000.0
7152,7152,Freaks of Nature,18000000.0,Science Fiction,en,8.515073,10/30/15,92.0,18000000.0
7153,7153,Dutch,17000000,Comedy,en,8.237799,7/19/91,107.0,18000000.0
7154,7154,The Peanuts Movie,99000000,Animation,en,12.338346,11/5/15,88.0,18000000.0
7155,7155,Perfect,19000000,Drama,en,1.289698,6/7/85,115.0,18000000.0
7156,7156,Nanny McPhee and the Big Bang,35000000,Comedy,en,8.983275,3/26/10,109.0,18000000.0
7157,7157,Paradise: Faith,18000000.0,Drama,de,2.387892,8/29/12,113.0,18000000.0
7158,7158,In Too Deep,7000000,Drama,en,1.615319,8/25/99,97.0,18000000.0
7159,7159,Till Luck Do Us Part,18000000.0,Comedy,pt,1.991908,10/5/12,104.0,18000000.0
7160,7160,The Big Wedding,35000000,Comedy,en,6.651605,4/25/13,90.0,18000000.0
7161,7161,Passengers,110000000,Adventure,en,20.303632,12/21/16,116.0,18000000.0
7162,7162,The Witch,3500000,Mystery,en,11.840138,2/19/16,92.0,18000000.0
7163,7163,I'll See You in My Dreams,18000000.0,Drama,en,4.958676,5/15/15,92.0,18000000.0
7164,7164,Kung Fu Yoga,65000000,Mystery,zh,17.630487,1/27/17,130.0,18000000.0
7165,7165,The Forest,10000000,Horror,en,7.384688,1/7/16,95.0,18000000.0
7166,7166,Red Army,18000000.0,Documentary,en,3.898604,8/13/14,76.0,18000000.0
7167,7167,Timbuktu,18000000.0,Drama,fr,5.091194,12/10/14,95.0,18000000.0
7168,7168,View from the Top,18000000.0,Comedy,en,5.506354,3/21/03,87.0,18000000.0
7169,7169,King of California,18000000.0,Comedy,en,13.088825,1/24/07,93.0,18000000.0
7170,7170,Session 9,1500000,Horror,en,14.242234,8/10/01,100.0,18000000.0
7171,7171,My Life Without Me,18000000.0,Drama,en,10.310508,3/7/03,106.0,18000000.0
7172,7172,God of Gamblers,18000000.0,Action,cn,2.608728,12/14/89,126.0,18000000.0
7173,7173,The Spitfire Grill,6000000,Comedy,en,1.19589,8/23/96,117.0,18000000.0
7174,7174,Pushing Hands,400000,Comedy,zh,1.638622,2/1/92,105.0,18000000.0
7175,7175,Zabriskie Point,7000000,Drama,en,6.258456,2/9/70,113.0,18000000.0
7176,7176,Santa Claus: The Movie,50000000,Family,en,11.690532,10/29/85,108.0,18000000.0
7177,7177,Lakeview Terrace,20000000,Drama,en,13.857624,9/19/08,110.0,18000000.0
7178,7178,Walking Tall,56000000,Adventure,en,10.577565,4/2/04,86.0,18000000.0
7179,7179,The In Crowd,18000000.0,Drama,en,0.755195,2/1/88,95.0,18000000.0
7180,7180,Priceless,18000000.0,Drama,fr,6.18064,12/13/06,104.0,18000000.0
7181,7181,Unleashed,45000000,Action,en,7.90583,2/2/05,103.0,18000000.0
7182,7182,Experience Preferred...But Not Essential,18000000.0,Comedy,en,0.122181,12/22/82,80.0,18000000.0
7183,7183,The Fate of the Furious,250000000,Action,en,48.573287,4/12/17,136.0,18000000.0
7184,7184,Body Heat,18000000.0,Drama,en,5.991482,8/28/81,113.0,18000000.0
7185,7185,Miracles from Heaven,16000000,Drama,en,7.528099,3/17/16,117.0,18000000.0
7186,7186,Equals,16000000,Drama,en,19.803969,7/15/15,101.0,18000000.0
7187,7187,"Hail, Caesar!",22000000,Comedy,en,11.241366,2/5/16,106.0,18000000.0
7188,7188,Air Bud,3000000,Comedy,en,9.407128,8/1/97,98.0,18000000.0
7189,7189,Mustang,1300000,Drama,tr,6.49255,6/17/15,97.0,18000000.0
7190,7190,"Sick: The Life and Death of Bob Flanagan, Supermasochist",18000000.0,Documentary,en,0.491945,1/1/97,90.0,18000000.0
7191,7191,Oliver!,10000000,Drama,en,8.630078,9/26/68,153.0,18000000.0
7192,7192,Airplane II: The Sequel,18000000.0,Comedy,en,7.181664,12/10/82,85.0,18000000.0
7193,7193,The Bourne Identity,60000000,Action,en,21.040126,6/14/02,119.0,18000000.0
7194,7194,Date Movie,20000000,Comedy,en,5.682129,2/17/06,83.0,18000000.0
7195,7195,Whale Rider,8000000,Drama,en,11.040186,1/30/03,101.0,18000000.0
7196,7196,Buffy the Vampire Slayer,7000000,Action,en,4.941989,7/24/92,86.0,18000000.0
7197,7197,Crossroads,18000000.0,Drama,en,10.852948,3/14/86,99.0,18000000.0
7198,7198,Sightseers,18000000.0,Comedy,en,9.921876,11/30/12,88.0,18000000.0
7199,7199,Black Mass,53000000,Crime,en,10.61072,9/4/15,122.0,18000000.0
7200,7200,Three Men and a Cradle,18000000.0,Comedy,fr,2.850417,9/18/85,106.0,18000000.0
7201,7201,Volver,12899867,Comedy,es,6.302926,3/16/06,121.0,18000000.0
7202,7202,Frankie & Alice,18000000.0,Drama,en,2.178315,5/17/10,101.0,18000000.0
7203,7203,The Naked Gun 2½: The Smell of Fear,23000000,Comedy,en,9.794569,6/28/91,85.0,18000000.0
7204,7204,True Lies,115000000,Action,en,11.396099,7/14/94,141.0,18000000.0
7205,7205,RoboCop 2,35000000,Action,en,10.969876,6/22/90,117.0,18000000.0
7206,7206,Teenage Mutant Ninja Turtles,125000000,Science Fiction,en,22.337973,8/7/14,101.0,18000000.0
7207,7207,Hideaway,15000000,Drama,en,8.182165,3/3/95,103.0,18000000.0
7208,7208,Premam,6200000,Comedy,ml,0.81609,5/29/15,165.0,18000000.0
7209,7209,Strangeland,1100000,Horror,en,2.31478,10/2/98,86.0,18000000.0
7210,7210,The Blue Veil,18000000.0,Drama,en,0.349985,10/26/51,113.0,18000000.0
7211,7211,Bambi,858000,Animation,en,13.698132,8/14/42,70.0,18000000.0
7212,7212,A Walk to Remember,11000000,Drama,en,8.054499,1/25/02,101.0,18000000.0
7213,7213,Jurassic Park III,93000000,Adventure,en,0.648867,7/18/01,92.0,18000000.0
7214,7214,The Punisher,33000000,Action,en,18.250919,4/15/04,124.0,18000000.0
7215,7215,The Wild,80000000,Family,en,7.904333,3/6/06,94.0,18000000.0
7216,7216,The Piano Tuner of Earthquakes,18000000.0,Romance,en,2.933613,9/9/05,99.0,18000000.0
7217,7217,Norm of the North,18000000,Adventure,en,7.008103,1/14/16,86.0,18000000.0
7218,7218,Roman Holiday,1500000,Comedy,en,11.954806,9/2/53,119.0,18000000.0
7219,7219,The Quiet American,30000000,Drama,en,8.230447,11/22/02,101.0,18000000.0
7220,7220,Philomena,12000000,Drama,en,6.927182,11/1/13,98.0,18000000.0
7221,7221,Enigma,18000000.0,Mystery,en,21.520641,1/22/01,119.0,18000000.0
7222,7222,Norma Rae,18000000.0,Drama,en,2.84023,3/2/79,110.0,18000000.0
7223,7223,Dial M for Murder,1400000,Crime,en,7.853231,5/29/54,104.0,18000000.0
7224,7224,Miami Rhapsody,6,Comedy,en,1.137266,1/27/95,95.0,18000000.0
7225,7225,The Usual Suspects,6000000,Drama,en,16.302466,7/19/95,106.0,18000000.0
7226,7226,Surviving Christmas,45000000,Comedy,en,8.698971,9/21/04,91.0,18000000.0
7227,7227,All Is Lost,9000000,Action,en,12.74965,10/18/13,106.0,18000000.0
7228,7228,Beowulf,20000000,Action,en,7.745765,4/1/99,95.0,18000000.0
7229,7229,The Lure,1300000,Horror,pl,2.159038,12/25/15,92.0,18000000.0
7230,7230,Welcome to the Punch,8500000,Action,en,7.67857,3/15/13,99.0,18000000.0
7231,7231,The Island,126000000,Action,en,11.443647,7/20/05,136.0,18000000.0
7232,7232,The Godfather: Part II,13000000,Drama,en,36.629307,12/20/74,200.0,18000000.0
7233,7233,A Good Day to Die Hard,92000000,Action,en,12.471865,2/6/13,98.0,18000000.0
7234,7234,Veronica Guerin,17000000,Drama,en,9.548519,7/11/03,98.0,18000000.0
7235,7235,The Pelican Brief,45000000,Drama,en,8.708306,12/16/93,141.0,18000000.0
7236,7236,Gods and Monsters,10000000,Drama,en,6.788021,1/21/98,105.0,18000000.0
7237,7237,Black Widow,18000000.0,Mystery,en,3.245911,2/6/87,102.0,18000000.0
7238,7238,Iron Man 3,200000000,Action,en,23.721243,4/18/13,130.0,18000000.0
7239,7239,Before I Go to Sleep,22000000,Mystery,en,14.921298,9/3/14,92.0,18000000.0
7240,7240,Marley & Me,60000000,Comedy,en,9.729748,12/25/08,115.0,18000000.0
7241,7241,Addams Family Values,18000000.0,Comedy,en,17.555909,11/19/93,94.0,18000000.0
7242,7242,The Wave,7500000,Drama,de,6.010332,3/11/08,107.0,18000000.0
7243,7243,The Grudge,10000000,Horror,en,9.740827,10/22/04,92.0,18000000.0
7244,7244,Stop Making Sense,1200000,Documentary,en,2.359569,11/16/84,88.0,18000000.0
7245,7245,Joe,106000,Drama,en,0.345862,7/15/70,107.0,18000000.0
7246,7246,Diary of a Wimpy Kid,15000000,Comedy,en,12.139919,3/19/10,92.0,18000000.0
7247,7247,Ride with the Devil,38000000,Drama,en,7.059308,11/24/99,138.0,18000000.0
7248,7248,The Shaolin Temple,18000000.0,Action,cn,2.038062,1/21/82,95.0,18000000.0
7249,7249,Deliver Us from Evil,18000000.0,Crime,en,2.583226,6/24/06,101.0,18000000.0
7250,7250,"I Love You, Beth Cooper",18000000,Comedy,en,9.434281,7/10/09,102.0,18000000.0
7251,7251,Midnight Express,2300000,Drama,en,7.186048,9/12/78,121.0,18000000.0
7252,7252,Demonic,3000000,Thriller,en,9.234943,2/12/15,83.0,18000000.0
7253,7253,Lawrence of Arabia,15000000,Adventure,en,10.893332,12/10/62,216.0,18000000.0
7254,7254,A Quiet Life,18000000.0,Drama,it,1.462024,11/5/10,105.0,18000000.0
7255,7255,When in Rome,18000000.0,Fantasy,en,10.118113,1/29/10,91.0,18000000.0
7256,7256,Paterson,5000000,Comedy,en,10.300307,11/17/16,118.0,18000000.0
7257,7257,You Again,20000000,Comedy,en,12.820452,9/24/10,105.0,18000000.0
7258,7258,Drive Me Crazy,8000000,Drama,en,4.606395,10/1/99,91.0,18000000.0
7259,7259,The Autumn Heart,18000000.0,Drama,en,0.413413,1/27/99,110.0,18000000.0
7260,7260,The Matrix Reloaded,150000000,Adventure,en,16.229317,5/15/03,138.0,18000000.0
7261,7261,Jeanne and the Perfect Guy,18000000.0,Drama,fr,0.38359,4/22/98,93.0,18000000.0
7262,7262,Hardball,32000000,Comedy,en,7.674549,9/14/01,106.0,18000000.0
7263,7263,Forbidden Planet,1900000,Adventure,en,6.379966,3/15/56,98.0,18000000.0
7264,7264,The Raid,1100000,Action,id,10.528833,9/8/11,101.0,18000000.0
7265,7265,The Weather Man,20000000,Comedy,en,8.345866,10/20/05,101.0,18000000.0
7266,7266,The People vs. Fritz Bauer,18000000.0,History,de,2.197807,9/13/15,105.0,18000000.0
7267,7267,Enough Said,18000000.0,Comedy,en,6.782909,9/18/13,93.0,18000000.0
7268,7268,Silent Hill,50000000,Horror,en,7.938457,4/21/06,125.0,18000000.0
7269,7269,Charlie's Angels: Full Throttle,120000000,Action,en,7.821116,6/27/03,106.0,18000000.0
7270,7270,Sands of Iwo Jima,1000000,Action,en,2.828371,12/14/49,100.0,18000000.0
7271,7271,Swimfan,8500000,Drama,en,8.421411,9/6/02,84.0,18000000.0
