,film,budget,genres,original_language,popularity,production_companies,release_date,runtime,revenue
5968,Tootsie,21000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.451188,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Delphi Films', 'id': 4267}, {'name': 'The Criterion Collection', 'id': 10932}]",1982-12-16,116.0,
5969,Stardust Memories,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.720538,"[{'name': 'United Artists', 'id': 60}, {'name': 'Jack Rollins & Charles H. Joffe Productions', 'id': 13309}]",1980-09-26,89.0,
5970,Charly,950000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,2.526159,"[{'name': 'ABC Pictures', 'id': 634}, {'name': 'Cinerama Releasing Corporation', 'id': 88161}]",2068-09-23,103.0,
5971,Prem Ratan Dhan Payo,23400000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",hi,2.864948,"[{'name': 'Fox Star Studios', 'id': 12154}, {'name': 'Rajshri Productions', 'id': 66728}]",2015-11-11,174.0,
5972,The Blind Side,29000000.0,"[{'id': 18, 'name': 'Drama'}]",en,12.753109,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Left Tackle Pictures', 'id': 12193}, {'name': 'Zucker/Netter Productions', 'id': 12194}]",2009-11-20,129.0,
5973,Hidden Agenda,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,1.75515,"[{'name': 'Hemdale Film', 'id': 3952}, {'name': 'Initial (II)', 'id': 37358}]",1990-11-21,108.0,
5974,A Serious Man,7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.971424,"[{'name': 'Mike Zoss Productions', 'id': 2092}, {'name': 'Studio Canal', 'id': 5870}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Focus Features', 'id': 10146}, {'name': 'Working Title Films', 'id': 10163}]",2009-10-02,105.0,
5975,A Woman Is a Woman,160000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",fr,4.431293,"[{'name': 'Rome Paris Films', 'id': 109}, {'name': 'Euro International Film (EIA)', 'id': 8930}]",2061-09-06,84.0,
5976,The Lovers,0.0,"[{'id': 35, 'name': 'Comedy'}]",en,2.968282,"[{'name': 'A24', 'id': 41077}]",2017-05-05,94.0,
5977,Big Hero 6,165000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,213.849907,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",2014-10-24,102.0,
5978,Intermission,5000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",en,3.715985,"[{'name': 'UK Film Council', 'id': 2452}, {'name': 'Portman Film', 'id': 3488}, {'name': 'Irish Film Board', 'id': 5267}, {'name': 'Parallel Film Productions', 'id': 16486}, {'name': 'Brown Sauce Film Productions', 'id': 53043}, {'name': 'Company of Wolves', 'id': 53044}]",2003-08-29,105.0,
5979,Unstoppable,100000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,12.697059,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Firm Films', 'id': 1838}, {'name': 'Prospect Park', 'id': 19776}, {'name': 'Millbrook Farm Productions', 'id': 19777}]",2010-11-04,98.0,
5980,3 Generations,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,4.626438,"[{'name': 'IM Global', 'id': 7437}, {'name': 'Big Beach Films', 'id': 12808}]",2016-02-11,87.0,
5981,Children of Men,76000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,14.114606,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Hit & Run Productions', 'id': 11429}]",2006-09-22,109.0,
5982,Open City,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",ko,2.111669,,2008-01-10,112.0,
5983,The Grudge 2,20000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,6.768804,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Ghost House Pictures', 'id': 768}, {'name': 'Vertigo Entertainment', 'id': 829}]",2006-10-13,102.0,
5984,Focus,50100000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,10.035362,"[{'name': 'Kramer & Sigman Films', 'id': 21914}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}, {'name': 'Zaftig Films', 'id': 47586}]",2015-02-25,105.0,
5985,Extreme Days,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,0.266895,"[{'name': 'Providence Entertainment', 'id': 72874}, {'name': 'Tricor Entertainment', 'id': 72877}, {'name': 'Truth Soul Armor', 'id': 72878}]",2001-09-28,93.0,
5986,Roar,17000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,1.307263,"[{'name': 'American Filmworks', 'id': 8310}]",1981-11-12,102.0,
5987,Homefront,22000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,9.896704,"[{'name': 'Millennium Films', 'id': 10254}, {'name': 'Open Road Films', 'id': 10427}]",2013-11-27,100.0,
5988,Godfather,18000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",ml,0.646227,"[{'name': 'Swargachitra', 'id': 18229}]",1991-03-03,150.0,
5989,Reign of Fire,60000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",en,13.067306,"[{'name': 'The Zanuck Company', 'id': 80}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'World 2000 Entertainment', 'id': 7692}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Tripod Entertainment', 'id': 22902}]",2002-07-12,101.0,
5990,Crime + Punishment in Suburbia,0.0,"[{'id': 18, 'name': 'Drama'}]",en,5.062928,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'G2 Films', 'id': 67882}]",2000-01-01,100.0,
5991,The Spy Next Door,28000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,6.663422,"[{'name': 'Robert Simonds Productions', 'id': 3929}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Spy Next Door', 'id': 46062}]",2010-01-15,94.0,
5992,Misery,20000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,15.020845,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Nelson Entertainment', 'id': 365}]",1990-11-28,107.0,
5993,Trick,450000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,2.493289,"[{'name': 'Fine Line Features', 'id': 8}]",1999-07-23,89.0,
5994,The World According to Garp,17000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,5.036929,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Pan Arts', 'id': 8792}]",1982-08-13,136.0,
5995,Glengarry Glen Ross,12500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",en,6.792215,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'GGR', 'id': 67780}, {'name': 'Zupnik Cinema Group II', 'id': 67781}]",1992-09-15,100.0,
5996,The Man Who Knew Too Little,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",en,4.827771,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Taurus Films', 'id': 897}, {'name': 'Polar Productions', 'id': 3415}, {'name': 'Warner Bros.', 'id': 6194}]",1997-11-14,97.0,
5997,Life,58000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,36.263803,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Nvizage', 'id': 82925}]",2017-03-22,103.0,
5998,Robot Monster,16000.0,"[{'id': 878, 'name': 'Science Fiction'}]",en,0.892476,"[{'name': 'Three Dimension Pictures', 'id': 12903}]",2053-06-25,66.0,
5999,A Haunted House,2500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,6.531373,"[{'name': 'Endgame Entertainment', 'id': 1205}, {'name': 'Wayans Bros. Entertainment', 'id': 1608}, {'name': 'IM Global', 'id': 7437}, {'name': 'Open Road Films', 'id': 10427}]",2013-01-11,86.0,
6000,Midnight's Children,0.0,"[{'id': 18, 'name': 'Drama'}]",en,8.00411,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Hamilton-Mehta Productions', 'id': 89772}]",2012-10-26,148.0,
6001,Invisible Agent,322000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",en,1.48335,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Frank Lloyd Productions', 'id': 10718}]",2042-07-31,81.0,
6002,The Last Samurai,140000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",en,19.582325,"[{'name': 'Cruise/Wagner Productions', 'id': 44}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Radar Pictures', 'id': 14718}, {'name': 'Bedford Falls Company, The', 'id': 20634}]",2003-12-05,154.0,
6003,Airplane!,3500000.0,"[{'id': 35, 'name': 'Comedy'}]",en,13.063203,"[{'name': 'Paramount Pictures', 'id': 4}]",1980-07-02,88.0,
6004,Mistress,0.0,"[{'id': 35, 'name': 'Comedy'}]",en,1.60034,"[{'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Meir Teper', 'id': 36146}]",1992-07-24,110.0,
6005,The Hunt,3800000.0,"[{'id': 18, 'name': 'Drama'}]",da,8.462801,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Det Danske Filminstitut', 'id': 118}, {'name': 'Danmarks Radio (DR)', 'id': 119}, {'name': 'Eurimages', 'id': 850}, {'name': 'MEDIA Programme of the European Union', 'id': 851}, {'name': 'Sveriges Television (SVT)', 'id': 3221}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Nordisk Film- & TV-Fond', 'id': 8555}, {'name': 'Film Väst', 'id': 74636}]",2012-08-28,115.0,
6006,Days of Being Wild,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",cn,6.242263,"[{'name': 'Media Asia Films', 'id': 5552}]",1990-12-15,91.0,
6007,The Gold Rush,923000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,6.202041,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]",2025-06-25,95.0,
6008,8 Mile,41000000.0,"[{'id': 18, 'name': 'Drama'}]",en,8.374355,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}]",2002-11-08,110.0,
6009,1941,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,7.812379,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'A-Team', 'id': 6128}]",1979-12-13,113.0,
6010,Captivity,17000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.687797,"[{'name': 'Foresight Unlimited', 'id': 21897}, {'name': 'RAMCO', 'id': 24296}, {'name': 'Captivity Productions', 'id': 42829}]",2007-03-09,96.0,
6011,Bones,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,6.513545,"[{'name': 'New Line Cinema', 'id': 12}]",2001-10-24,96.0,
6012,The 13th Warrior,160000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,10.308026,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1999-08-27,102.0,
6013,Prom Night,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",en,7.18216,"[{'name': 'Alliance Films', 'id': 2514}]",2008-04-10,88.0,
6014,Mad Max,400000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.412619,"[{'name': 'Kennedy Miller Productions', 'id': 2537}, {'name': 'Mad Max Films', 'id': 8831}, {'name': 'Crossroads', 'id': 11962}]",1979-04-12,93.0,
6015,Draft Day,25000000.0,"[{'id': 18, 'name': 'Drama'}]",en,5.596449,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Lionsgate', 'id': 1632}]",2014-04-11,109.0,
6016,Dark World: Equilibrium,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",ru,2.073139,"[{'name': 'Central Partnership', 'id': 9342}]",2013-12-05,95.0,
6017,Dallas Buyers Club,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,14.785719,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Voltage Pictures', 'id': 10255}, {'name': 'Truth Entertainment', 'id': 19631}]",2013-09-07,117.0,
6018,Like Dandelion Dust,2500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,1.659692,,2009-02-05,100.0,
6019,My One and Only,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,4.138817,"[{'name': 'Herrick Entertainment', 'id': 6666}]",2009-08-21,108.0,
6020,Choke,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.589546,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Contrafilm', 'id': 1836}, {'name': 'ATO Pictures', 'id': 1962}, {'name': 'Aramid Entertainment Fund', 'id': 3272}, {'name': 'Dune Entertainment III', 'id': 6332}, {'name': 'Choke Film', 'id': 52896}]",2008-09-26,92.0,
6021,Rangeela,2800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",hi,0.709452,"[{'name': 'Jhamu Sughand Productions', 'id': 10822}]",1995-01-01,175.0,
6022,The Autopsy of Jane Doe,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",en,31.772396,"[{'name': 'IM Global', 'id': 7437}, {'name': 'Impostor Pictures', 'id': 53247}, {'name': '42', 'id': 84988}]",2016-12-21,86.0,
6023,Freakonomics,3000000.0,"[{'id': 99, 'name': 'Documentary'}]",en,2.444847,"[{'name': 'Chad Troutwine Films', 'id': 7367}, {'name': 'Green Film Company', 'id': 7368}, {'name': 'Human Worldwide', 'id': 7369}, {'name': 'Loki Films', 'id': 7370}]",2010-10-01,93.0,
6024,Head-On,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",de,10.234986,"[{'name': 'Corazón International', 'id': 200}, {'name': 'Arte', 'id': 201}, {'name': 'Panfilm', 'id': 203}, {'name': 'Wüste Filmproduktion', 'id': 204}, {'name': 'Norddeutscher Rundfunk (NDR)', 'id': 7201}, {'name': 'Bavaria Film International', 'id': 11731}]",2004-03-11,121.0,
6025,Dinner for Schmucks,69000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,11.623718,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Everyman Pictures', 'id': 2242}, {'name': 'Reliance BIG Entertainment', 'id': 6733}, {'name': 'Parkes/MacDonald Productions', 'id': 11084}]",2010-07-30,114.0,
6026,Bernie,5000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,5.875181,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Horsethief Pictures', 'id': 6352}, {'name': 'Mandalay Vision', 'id': 6667}, {'name': 'Wind Dancer Productions', 'id': 8116}, {'name': 'Detour Filmproduction', 'id': 11510}]",2012-04-27,100.0,
6027,The Time Machine,80000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",en,8.918134,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Warner Bros.', 'id': 6194}]",2002-03-04,96.0,
6028,Cobb,0.0,"[{'id': 18, 'name': 'Drama'}]",en,2.583363,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Aleor Films', 'id': 16823}]",1994-12-02,128.0,
6029,Oblivion,120000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",en,14.654053,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Chernin Entertainment', 'id': 7076}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Monolith Pictures (III)', 'id': 19647}, {'name': 'Radical Studios', 'id': 19648}]",2013-04-10,124.0,
6030,17 Again,20000000.0,"[{'id': 35, 'name': 'Comedy'}]",en,11.362762,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Offspring Entertainment', 'id': 2378}]",2009-03-11,102.0,
6031,Peep World,0.0,"[{'id': 35, 'name': 'Comedy'}]",en,1.185288,,2010-09-15,79.0,
6032,Jackass: The Movie,5000000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",en,14.095586,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Dickhouse Productions', 'id': 6328}, {'name': 'Lynch Siderow Productions', 'id': 90661}]",2002-10-21,87.0,
6033,Irreconcilable Differences,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.704114,"[{'name': 'Lantana', 'id': 4127}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hemdale', 'id': 16593}]",1984-09-28,113.0,
6034,Oz: The Great and Powerful,200000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,11.137329,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Roth Films', 'id': 16314}]",2013-03-07,130.0,
6035,Hunting Elephants,2300000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",he,1.050644,"[{'name': 'United King Films', 'id': 16}, {'name': 'Bleiberg Entertainment', 'id': 1872}]",2013-07-03,107.0,
6036,Sweet Bean,0.0,"[{'id': 18, 'name': 'Drama'}]",ja,4.419952,,2015-05-30,113.0,
6037,Yoo Hoo Mrs Goldberg,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.047875,,2009-07-10,92.0,
6038,Yu-Gi-Oh!: The Dark Side of Dimensions,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",ja,3.23574,"[{'name': 'Toei Company', 'id': 9255}, {'name': 'Madman Entertainment', 'id': 21592}, {'name': 'Studio Gallop', 'id': 50879}, {'name': 'Nihon Ad Systems', 'id': 53504}, {'name': 'Konami', 'id': 55914}]",2016-04-23,120.0,
6039,Blue Thunder,22000000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,10.456371,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Rastar Pictures', 'id': 2070}]",1983-02-05,109.0,
6040,Hercules,100000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,19.606895,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Radical Studios', 'id': 19648}, {'name': 'Flynn Picture Company', 'id': 34081}]",2014-07-23,99.0,
6041,Man Of The Century,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,0.007829,"[{'name': 'Jubilee Pictures Corporation', 'id': 4214}, {'name': 'Sun-Telegram Pictures', 'id': 91425}]",1999-10-29,80.0,
6042,The Little Prince,64000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",en,11.376954,"[{'name': 'Onyx Films', 'id': 2203}, {'name': 'NetFlix', 'id': 8858}, {'name': 'Orange Studios', 'id': 15433}, {'name': 'CityMation', 'id': 41042}, {'name': 'On Entertainment', 'id': 59725}, {'name': 'Zippcast Films', 'id': 60658}]",2015-07-29,92.0,
6043,Ghost Dad,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,3.501,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'SAH Productions', 'id': 51416}]",1990-06-29,84.0,
6044,Little Big Man,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}]",en,8.186994,"[{'name': 'Cinema Center Films', 'id': 3070}, {'name': 'Stockbridge-Hiller Productions', 'id': 5603}]",2070-12-14,139.0,
6045,The Angrez,50000.0,"[{'id': 35, 'name': 'Comedy'}]",hi,0.34064,,2006-06-02,110.0,
6046,A Single Shot,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,12.90146,"[{'name': 'Unified Pictures', 'id': 13238}, {'name': 'Bron Studios', 'id': 13240}, {'name': 'Demarest Films', 'id': 13241}, {'name': 'Unanimous Pictures', 'id': 13242}]",2013-02-09,116.0,
6047,Women in Trouble,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.052376,"[{'name': 'Gato Negro Films', 'id': 5295}]",2009-11-13,92.0,
6048,Tales from the Hood,6000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,2.86007,"[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Savoy Pictures', 'id': 11308}]",1995-05-24,98.0,
6049,Bad Guys Always Die,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",zh,0.551061,,2015-11-27,104.0,
6050,Ohm Shanthi Oshaana,220000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",ml,0.633359,"[{'name': 'Ananya Films', 'id': 24235}]",2014-02-07,130.0,
6051,The Forgotten,42000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,6.40146,"[{'name': 'Revolution Studios', 'id': 497}, {'name': 'Jinks/Cohen Company', 'id': 2721}, {'name': 'Visual Arts Entertainment', 'id': 30833}]",2004-09-24,91.0,
6052,Marwencol,0.0,"[{'id': 99, 'name': 'Documentary'}]",en,0.827035,,2010-03-12,83.0,
6053,42nd Street,439000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,4.718154,"[{'name': 'Warner Bros.', 'id': 6194}]",2033-02-02,89.0,
6054,The Mambo Kings,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,4.705045,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}]",1992-02-28,104.0,
6055,The Rocker,15000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",en,9.469873,"[{'name': 'Fox Atomic', 'id': 2890}]",2008-08-20,102.0,
6056,Antarctic Journal,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",ko,1.089218,,2005-05-19,114.0,
6057,Doctor Dolittle,18000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,3.896319,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'APJAC Productions', 'id': 12943}]",2067-12-19,152.0,
6058,Agora,70000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,8.029671,"[{'name': 'Himenóptero', 'id': 784}, {'name': 'Telecinco Cinema', 'id': 2674}, {'name': 'Mod Producciones', 'id': 5444}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Government of Malta', 'id': 19927}]",2009-05-17,127.0,
